country,year,inflation,iso3c,rank
Morocco,1960,3.42429906542058,MAR,22
Dominican Republic,1960,-3.56219179976056,DOM,69
Panama,1960,0.0511770724157416,PAN,63
Japan,1960,3.57451152535914,JPN,20
Spain,1960,1.17777108409628,ESP,51
Kenya,1960,1.24378109452732,KEN,50
Bolivia,1960,11.5331525756196,BOL,3
Italy,1960,2.35016141377048,ITA,28
Ecuador,1960,1.67659912611287,ECU,40
Paraguay,1960,8.18181818181803,PRY,6
Australia,1960,3.72881355932205,AUS,19
Uruguay,1960,38.5040374002647,URY,2
Sri Lanka,1960,-1.544676806092,LKA,67
Guatemala,1960,-1.19069315346,GTM,66
Colombia,1960,5.81407628204986,COL,11
Mexico,1960,4.92751886903111,MEX,15
Philippines,1960,4.1548217798216,PHL,16
Denmark,1960,1.25523012552926,DNK,49
Costa Rica,1960,0.790205817960056,CRI,54
Burkina Faso,1960,7.78816199376886,BFA,8
Sudan,1960,0.0922402858294827,SDN,61
Israel,1960,2.22811242067083,ISR,31
"Egypt, Arab Rep.",1960,0.332829047091774,EGY,59
Panama,1961,0.613810741946778,PAN,64
Paraguay,1961,18.4873949579832,PRY,3
Cyprus,1961,-0.615384615384914,CYP,70
Guatemala,1961,-0.55333538272658,GTM,69
Morocco,1961,1.76312460493452,MAR,45
Mexico,1961,1.6087596908193,MEX,50
Greece,1961,2.10357934997021,GRC,36
European Union,1961,2.07713833137856,EUU,38
Belgium,1961,0.992676260767344,BEL,60
Haiti,1961,3.77970638342674,HTI,18
OECD members,1961,2.15797310981959,OED,33
Suriname,1961,1.70940170940174,SUR,46
Peru,1961,5.91670898836376,PER,14
Honduras,1961,1.56299237392685,HND,52
Cote d'Ivoire,1961,11.616492146899,CIV,5
Kenya,1961,2.45700245700251,KEN,27
Japan,1961,5.36846178480055,JPN,15
Spain,1961,0.809252873882217,ESP,62
Jamaica,1961,6.69845053635203,JAM,12
"Korea, Rep.",1961,8.19565288254092,KOR,8
Portugal,1961,1.54899696989872,PRT,53
Syrian Arab Republic,1961,1.95889088150077,SYR,41
Italy,1961,2.05069731278691,ITA,40
Uruguay,1961,22.7472639867959,URY,1
Canada,1961,1.01876675603215,CAN,59
Australia,1961,2.2875816993464,AUS,32
Israel,1961,6.78982340440242,ISR,11
Philippines,1961,1.59563300452722,PHL,51
Post-demographic dividend,1961,2.07713833137856,PST,39
Costa Rica,1961,2.4307939100916,CRI,29
Thailand,1961,7.3869900771771,THA,10
Euro area,1961,1.87084961406322,EMU,42
Switzerland,1961,1.84539787448659,CHE,43
Luxembourg,1961,0.482433590630893,LUX,65
Iraq,1961,0.916260431846698,IRQ,61
"Iran, Islamic Rep.",1961,3.16256439585737,IRN,23
Latin America & Caribbean (excluding high income),1961,3.10525014675917,LAC,24
Indonesia,1961,13.6919315403424,IDN,4
Malaysia,1961,-0.180407721631661,MYS,68
India,1961,1.69521293914439,IND,47
Iceland,1961,4.71161499679355,ISL,16
United States,1961,1.07072414764723,USA,57
Sweden,1961,2.15797310981959,SWE,34
Malta,1961,2.51132153100695,MLT,26
Austria,1961,3.54223986727562,AUT,19
Germany,1961,2.29367579618988,DEU,31
Ireland,1961,2.7569993586355,IRL,25
Netherlands,1961,1.30763936682733,NLD,55
Nigeria,1961,6.27914723477511,NGA,13
Norway,1961,2.15517277670922,NOR,35
Sudan,1961,8.76051146191624,SDN,6
Pakistan,1961,1.64041994750605,PAK,49
Denmark,1961,3.45162858557826,DNK,20
Latin America & the Caribbean (IDA & IBRD countries),1961,2.4307939100916,TLA,28
Singapore,1961,0.400000000000126,SGP,66
Finland,1961,1.69100191533953,FIN,48
El Salvador,1961,-2.68247036807422,SLV,71
France,1961,2.4004610454632,FRA,30
Sri Lanka,1961,1.1344436397999,LKA,56
"Egypt, Arab Rep.",1961,0.693606754935318,EGY,63
Dominican Republic,1961,-3.90000000099987,DOM,72
Myanmar,1961,-0.146412882872032,MMR,67
Colombia,1961,8.28319045648718,COL,7
United Kingdom,1961,3.4474962304662,GBR,21
South Africa,1961,2.10237396324093,ZAF,37
New Zealand,1961,1.79770429009207,NZL,44
North America,1961,1.04474545183969,NAC,58
Burkina Faso,1961,18.5621387281079,BFA,2
Turkiye,1961,3.17285699708262,TUR,22
Bolivia,1961,7.56149307183898,BOL,9
Ecuador,1961,3.98562050634917,ECU,17
Trinidad and Tobago,1961,1.5227576978899,TTO,54
Iceland,1962,11.016292445577,ISL,2
Austria,1962,4.38179863851184,AUT,21
South Africa,1962,1.24628537807019,ZAF,53
Uruguay,1962,10.9074243811898,URY,3
Sweden,1962,4.76619721905829,SWE,17
"Egypt, Arab Rep.",1962,-3.00307658790784,EGY,73
Philippines,1962,5.79665220101376,PHL,11
Malta,1962,0.168674698957607,MLT,63
Israel,1962,9.40819406826559,ISR,4
France,1962,5.33128007065638,FRA,13
Trinidad and Tobago,1962,2.98335256339288,TTO,32
Honduras,1962,1.09215017084014,HND,57
Paraguay,1962,1.41843971631209,PRY,49
El Salvador,1962,0.0961538463947617,SLV,66
Samoa,1962,2.65486725663724,WSM,39
United States,1962,1.19877334820185,USA,55
"Iran, Islamic Rep.",1962,0.721320571656317,IRN,61
Luxembourg,1962,0.895946647339812,LUX,59
Peru,1962,6.64109326359749,PER,8
Switzerland,1962,4.31599287754383,CHE,22
Latin America & Caribbean (excluding high income),1962,2.07669528411571,LAC,43
New Zealand,1962,2.68085396987464,NZL,36
Euro area,1962,2.75267213268449,EMU,35
Finland,1962,4.38398278172672,FIN,20
Indonesia,1962,131.397849462365,IDN,1
Costa Rica,1962,2.67785968742788,CRI,37
Sri Lanka,1962,1.5035799525155,LKA,48
Malaysia,1962,0.108440267848109,MYS,64
Thailand,1962,3.69609856262892,THA,27
Singapore,1962,0.419580419580255,SGP,62
India,1962,3.63221497106987,IND,28
Latin America & the Caribbean (IDA & IBRD countries),1962,2.10084033613441,TLA,41
Pakistan,1962,-0.516462233698508,PAK,69
Turkiye,1962,3.88832025146511,TUR,26
Netherlands,1962,2.43112264417808,NLD,40
Ireland,1962,4.26372712149085,IRL,24
Cyprus,1962,0.103199174406311,CYP,65
Iraq,1962,1.2923621654152,IRQ,52
United Kingdom,1962,4.19649888238551,GBR,25
Syrian Arab Republic,1962,-3.84615384615329,SYR,74
Nigeria,1962,5.26563234621735,NGA,15
Myanmar,1962,-1.61290322727255,MMR,72
Sudan,1962,1.66287136568001,SDN,47
Suriname,1962,2.10084033613441,SUR,42
Norway,1962,5.27425952920734,NOR,14
"Korea, Rep.",1962,6.61831097492388,KOR,9
Mexico,1962,1.19898417815083,MEX,54
Denmark,1962,7.37781954818462,DNK,6
Burkina Faso,1962,1.67590956140173,BFA,46
OECD members,1962,4.26372712149085,OED,23
Morocco,1962,5.09672908138148,MAR,16
Kenya,1962,3.11750599520379,KEN,31
Guatemala,1962,2.05255023209701,GTM,44
Japan,1962,6.83544034819732,JPN,7
North America,1962,1.13017223673363,NAC,56
Greece,1962,-0.475428291049975,GRC,68
Panama,1962,0.788002033555903,PAN,60
Belgium,1962,1.40460703543509,BEL,51
"Gambia, The",1962,1.78761787610526,GMB,45
Colombia,1962,4.69709395062468,COL,18
Italy,1962,4.69114360740474,ITA,19
Post-demographic dividend,1962,3.5198894842034,PST,30
European Union,1962,3.55350360375607,EUU,29
Germany,1962,2.84328008602129,DEU,34
Ecuador,1962,2.8708853146098,ECU,33
Australia,1962,-0.319488817891384,AUS,67
Spain,1962,5.70647719271312,ESP,12
Canada,1962,1.06157112526541,CAN,58
Haiti,1962,-0.554904259869536,HTI,70
Jamaica,1962,1.4075067024132,JAM,50
Bolivia,1962,5.87933142225298,BOL,10
Portugal,1962,2.6620641793477,PRT,38
Cote d'Ivoire,1962,-1.34124890120529,CIV,71
Dominican Republic,1962,9.15712799177066,DOM,5
Switzerland,1963,3.44021288042956,CHE,26
Ireland,1963,2.45362058668927,IRL,44
Kenya,1963,0.697674418604586,KEN,65
Costa Rica,1963,2.93161847051353,CRI,35
Luxembourg,1963,2.87632246212671,LUX,38
Euro area,1963,2.92164166264774,EMU,36
Dominican Republic,1963,8.57959961876622,DOM,7
New Zealand,1963,1.96849850441886,NZL,52
United Kingdom,1963,2.01854355976227,GBR,51
Latin America & the Caribbean (IDA & IBRD countries),1963,2.93161847051353,TLA,34
Japan,1963,6.70690556397991,JPN,10
Italy,1963,7.45471822539107,ITA,8
Uruguay,1963,21.2546957175585,URY,3
Spain,1963,8.74369768409144,ESP,6
"Egypt, Arab Rep.",1963,0.746645708135439,EGY,64
Australia,1963,0.641025641025639,AUS,67
Jamaica,1963,1.76250275391076,JAM,56
El Salvador,1963,1.56900416258929,SLV,58
Syrian Arab Republic,1963,1.91666666666657,SYR,54
Portugal,1963,2.02158272759787,PRT,50
Israel,1963,6.58113736464058,ISR,11
Austria,1963,2.7087669949983,AUT,41
Nigeria,1963,-2.6946553523273,NGA,75
"Korea, Rep.",1963,20.6916473186477,KOR,4
Norway,1963,2.47161052896496,NOR,43
Thailand,1963,0.0,THA,72
Ecuador,1963,5.93950905922401,ECU,15
Philippines,1963,5.62554937008816,PHL,17
Burkina Faso,1963,5.57420282915099,BFA,18
Germany,1963,2.96696086316878,DEU,32
Singapore,1963,2.20519962859834,SGP,46
Haiti,1963,4.30682175435956,HTI,23
Pakistan,1963,1.456488447975,PAK,59
United States,1963,1.2396694214876,USA,62
Cyprus,1963,1.95876288659853,CYP,53
Paraguay,1963,2.09790209790212,PRY,48
Iceland,1963,12.9280230755903,ISL,5
Guatemala,1963,0.151450899375927,GTM,71
Trinidad and Tobago,1963,3.76120358491648,TTO,25
OECD members,1963,2.96696086316878,OED,31
Netherlands,1963,3.24364737396402,NLD,27
Sweden,1963,2.87174034485769,SWE,40
Mexico,1963,0.594055008461957,MEX,68
Malta,1963,1.87635313921272,MLT,55
France,1963,4.99915289796852,FRA,19
Suriname,1963,2.05761316872426,SUR,49
Honduras,1963,3.08145601867277,HND,30
Myanmar,1963,-2.68256333834103,MMR,74
Gabon,1963,7.15833333249992,GAB,9
Canada,1963,1.6281512605042,CAN,57
India,1963,2.94616135685227,IND,33
Belgium,1963,2.14800341332203,BEL,47
Sudan,1963,4.68823253646177,SDN,21
Peru,1963,6.07014388428593,PER,14
Sri Lanka,1963,2.27290539996213,LKA,45
Turkiye,1963,6.36270692832307,TUR,12
Denmark,1963,6.1050328230293,DNK,13
Panama,1963,0.44988752811999,PAN,69
"Iran, Islamic Rep.",1963,0.371849607221687,IRN,70
"Gambia, The",1963,4.61612825298709,GMB,22
Morocco,1963,5.69971168745221,MAR,16
Bolivia,1963,-0.70635721455241,BOL,73
Latin America & Caribbean (excluding high income),1963,2.51476028420783,LAC,42
South Africa,1963,1.33796971443196,ZAF,61
Cote d'Ivoire,1963,0.943466310460191,CIV,63
Colombia,1963,26.3554355250467,COL,2
European Union,1963,2.92164166264774,EUU,37
Samoa,1963,0.689655172413799,WSM,66
Greece,1963,3.1846627279161,GRC,28
Finland,1963,4.99638188645286,FIN,20
Indonesia,1963,145.910780669145,IDN,1
North America,1963,1.4339103409959,NAC,60
Malaysia,1963,3.10525365608347,MYS,29
Post-demographic dividend,1963,2.8740314034922,PST,39
Iraq,1963,3.95495742929742,IRQ,24
Haiti,1964,9.16214587129444,HTI,11
Jamaica,1964,2.01342281879184,JAM,57
Ecuador,1964,4.03420453764312,ECU,25
Canada,1964,1.91214470284239,CAN,58
"Gambia, The",1964,-4.53565378123673,GMB,79
Sudan,1964,3.95083843356375,SDN,27
Japan,1964,3.8003894530575,JPN,30
Guatemala,1964,-0.193563997036572,GTM,74
Suriname,1964,4.23387096774195,SUR,22
Greece,1964,0.617302978512559,GRC,71
Denmark,1964,3.09278350515452,DNK,47
Bolivia,1964,10.1818181818181,BOL,9
Dominican Republic,1964,2.10711150133545,DOM,56
Gabon,1964,3.32840811900831,GAB,40
Australia,1964,2.86624203821656,AUS,49
Iraq,1964,-0.0901365196717474,IRQ,72
Belgium,1964,4.16876058564369,BEL,24
Switzerland,1964,3.08055687101811,CHE,48
Ireland,1964,6.71728971926296,IRL,14
"Iran, Islamic Rep.",1964,3.81448957223042,IRN,29
Latin America & Caribbean (excluding high income),1964,3.67911884891221,LAC,31
United Kingdom,1964,3.28158694697213,GBR,43
Turkiye,1964,1.11963781543116,TUR,66
South Africa,1964,2.53497284090203,ZAF,51
Finland,1964,10.2758607417486,FIN,8
Samoa,1964,5.30821917808227,WSM,19
Germany,1964,2.33572809548972,DEU,54
Indonesia,1964,108.994708994709,IDN,1
Euro area,1964,3.65673101579695,EMU,33
India,1964,13.3552611508153,IND,7
Latin America & the Caribbean (IDA & IBRD countries),1964,3.32403316018129,TLA,41
Saudi Arabia,1964,2.79999999899984,SAU,50
United States,1964,1.27891156462583,USA,65
Austria,1964,3.86856354936625,AUT,28
Israel,1964,5.17275042328815,ISR,20
Sweden,1964,3.3876623108835,SWE,38
France,1964,3.211191702931,FRA,44
El Salvador,1964,1.75756620405752,SLV,61
Spain,1964,6.97924673989614,ESP,13
Honduras,1964,4.47210147080723,HND,21
Cyprus,1964,-0.30333670475262,CYP,75
"Egypt, Arab Rep.",1964,3.66098294885465,EGY,32
Uruguay,1964,42.3694157015187,URY,2
Burkina Faso,1964,1.84512319774994,BFA,60
Singapore,1964,1.72609584374286,SGP,62
Italy,1964,5.91232253218581,ITA,15
European Union,1964,3.41628039655558,EUU,37
Iceland,1964,19.2450543572579,ISL,5
Cote d'Ivoire,1964,0.618192522743686,CIV,70
Colombia,1964,17.0724352164554,COL,6
Trinidad and Tobago,1964,0.863797624406602,TTO,68
Post-demographic dividend,1964,3.33462462892781,PST,39
Costa Rica,1964,3.32403316018129,CRI,42
Morocco,1964,4.0215414742121,MAR,26
Panama,1964,2.41353570491374,PAN,52
Luxembourg,1964,3.09638151245736,LUX,46
Niger,1964,1.00401606426672,NER,67
Sri Lanka,1964,3.19564717604593,LKA,45
Pakistan,1964,4.17958688145319,PAK,23
Nigeria,1964,0.856793145737539,NGA,69
"Congo, Dem. Rep.",1964,35.4210649777883,COD,3
Mexico,1964,2.33790317234361,MEX,53
Malaysia,1964,-0.402731571003633,MYS,76
"Korea, Rep.",1964,29.4628314500798,KOR,4
OECD members,1964,3.44489848222766,OED,35
Mauritius,1964,1.89557417281001,MUS,59
Syrian Arab Republic,1964,5.39656582175021,SYR,18
Philippines,1964,8.18307905700338,PHL,12
Kenya,1964,-0.0993048669314371,KEN,73
Myanmar,1964,-0.459418068919956,MMR,77
Norway,1964,5.86701538751922,NOR,16
New Zealand,1964,3.47490547676608,NZL,34
Malta,1964,2.18024399859685,MLT,55
Thailand,1964,-0.792079207921096,THA,78
Peru,1964,9.79228486663485,PER,10
Netherlands,1964,5.82376825817436,NLD,17
Paraguay,1964,1.36986301369863,PRY,64
North America,1964,1.59552813373411,NAC,63
Portugal,1964,3.44489848222766,PRT,36
Denmark,1965,5.44999999925048,DNK,19
Nepal,1965,8.47186932846468,NPL,11
Nigeria,1965,4.10345873811622,NGA,31
Singapore,1965,0.178611297164591,SGP,76
Costa Rica,1965,-0.665000000583377,CRI,80
Iraq,1965,-0.455580865857812,IRQ,79
Ireland,1965,4.9881235154395,IRL,21
Norway,1965,4.18722443998003,NOR,30
Latin America & the Caribbean (IDA & IBRD countries),1965,2.6315789473685,TLA,55
Mexico,1965,3.56803865742935,MEX,40
Switzerland,1965,3.41447860846184,CHE,43
South Asia (IDA & IBRD),1965,7.02025240391422,TSA,16
Luxembourg,1965,3.33367932929344,LUX,46
Canada,1965,2.33265720081134,CAN,60
Netherlands,1965,3.90803782779624,NLD,35
France,1965,2.7031045587308,FRA,54
Euro area,1965,3.66648280262595,EMU,37
OECD members,1965,4.18722443998003,OED,29
Thailand,1965,0.166333998420158,THA,77
Sri Lanka,1965,0.222783306253963,LKA,74
Latin America & Caribbean (excluding high income),1965,2.7459324879856,LAC,53
Saudi Arabia,1965,0.389105059342279,SAU,73
"Congo, Dem. Rep.",1965,-2.72698027762915,COD,85
Honduras,1965,3.18627450998764,HND,49
Paraguay,1965,3.8592981578052,PRY,36
El Salvador,1965,0.456974672917085,SLV,72
Cyprus,1965,0.20283975659444,CYP,75
Myanmar,1965,17.6923076923075,MMR,4
Sweden,1965,5.01277129643832,SWE,20
Malta,1965,1.6022184561013,MLT,68
North America,1965,1.95891323232402,NAC,64
Gabon,1965,2.43847369595921,GAB,59
Iceland,1965,7.31706942783345,ISL,14
United States,1965,1.58516926383669,USA,69
Burkina Faso,1965,-0.730252522661395,BFA,81
Niger,1965,4.37375745630591,NER,27
Middle East & North Africa (IDA & IBRD countries),1965,2.8185980276133,TMN,52
Trinidad and Tobago,1965,1.78161798448853,TTO,67
European Union,1965,3.98661960127136,EUU,34
"Gambia, The",1965,1.21803662168856,GMB,70
India,1965,9.47475859170697,IND,10
Post-demographic dividend,1965,3.66648280262595,PST,38
Peru,1965,16.3899613894424,PER,5
Sudan,1965,-2.44602939056207,SDN,84
Indonesia,1965,306.763110307415,IDN,1
Malaysia,1965,-0.105485232243793,MYS,78
Belgium,1965,4.06520137474648,BEL,33
Samoa,1965,2.11382113821134,WSM,63
Mauritius,1965,1.78556598298224,MUS,66
South Asia,1965,7.02025240391422,SAS,15
Madagascar,1965,4.20186036589442,MDG,28
Haiti,1965,2.26394257289727,HTI,61
"Iran, Islamic Rep.",1965,2.15437483520965,IRN,62
"Egypt, Arab Rep.",1965,14.8390044616241,EGY,6
Guatemala,1965,-0.800000000003518,GTM,82
Ecuador,1965,3.0690706617574,ECU,50
Austria,1965,4.93091637676271,AUT,23
Finland,1965,4.94058806755301,FIN,22
Japan,1965,6.65599094260619,JPN,17
Pakistan,1965,5.56863547936376,PAK,18
Uruguay,1965,56.5565565566606,URY,2
Jamaica,1965,2.6315789473685,JAM,56
Spain,1965,13.2141378382198,ESP,8
Suriname,1965,1.93423597678913,SUR,65
Ghana,1965,26.4447848490174,GHA,3
Portugal,1965,3.42492777745565,PRT,42
Turkiye,1965,4.55553368394828,TUR,25
New Zealand,1965,3.39748975611087,NZL,45
Bolivia,1965,2.86028602860271,BOL,51
Greece,1965,3.22087246997097,GRC,48
"Korea, Rep.",1965,13.5481947104654,KOR,7
Colombia,1965,7.59068366931587,COL,13
Germany,1965,3.24232938546164,DEU,47
Italy,1965,4.51926830743467,ITA,26
Israel,1965,7.70833326420499,ISR,12
Cote d'Ivoire,1965,2.61117612633011,CIV,57
South Africa,1965,4.06902873532948,ZAF,32
Syrian Arab Republic,1965,-3.87897595034945,SYR,86
Dominican Republic,1965,-1.89165950130609,DOM,83
Libya,1965,11.4249999996678,LBY,9
Kenya,1965,3.5785288280674,KEN,39
United Kingdom,1965,4.77377455386915,GBR,24
Philippines,1965,2.56410256428441,PHL,58
Panama,1965,0.461613216719875,PAN,71
Morocco,1965,3.48282122001694,MAR,41
Australia,1965,3.40557275541798,AUS,44
New Zealand,1966,2.75548077542814,NZL,67
India,1966,10.8018483489341,IND,10
Eswatini,1966,3.17752100842009,SWZ,60
Saudi Arabia,1966,1.55038759593043,SAU,80
Portugal,1966,5.03926721858186,PRT,31
Indonesia,1966,1136.2541122077,IDN,1
Malaysia,1966,0.967969025261378,MYS,81
Peru,1966,8.84060374922208,PER,18
Jamaica,1966,1.90239867659223,JAM,77
United States,1966,3.01507537688439,USA,62
Bahrain,1966,2.13447171852238,BHR,73
North America,1966,3.41536722263448,NAC,55
Turkiye,1966,8.47199621539222,TUR,19
Belgium,1966,4.17434761852997,BEL,41
Post-demographic dividend,1966,3.84465654349891,PST,46
Sudan,1966,1.7124631992702,SDN,79
Early-demographic dividend,1966,4.47981069723112,EAR,36
Trinidad and Tobago,1966,4.09435804990484,TTO,42
Honduras,1966,1.78423465718736,HND,78
Syrian Arab Republic,1966,3.79338175948379,SYR,48
Morocco,1966,-1.01357936469643,MAR,91
Paraguay,1966,2.87319422160325,PRY,65
United Kingdom,1966,3.90961779211888,GBR,44
Myanmar,1966,25.4901960784319,MMR,3
Denmark,1966,7.06495969658814,DNK,23
Kenya,1966,5.01439539323416,KEN,32
Ethiopia,1966,-1.36186770466908,ETH,93
Sweden,1966,6.40480825348421,SWE,25
Cote d'Ivoire,1966,4.1913179840567,CIV,39
Malta,1966,0.523123578699543,MLT,83
Cyprus,1966,0.506072874498929,CYP,84
Bolivia,1966,6.95187165775404,BOL,24
Iceland,1966,10.6866430342387,ISL,11
Gabon,1966,3.6441113809677,GAB,50
Burkina Faso,1966,2.36410601983339,BFA,71
Japan,1966,5.04083205887677,JPN,30
Ghana,1966,13.2378854626539,GHA,7
Niger,1966,10.5714285704761,NER,12
"Korea, Rep.",1966,11.261384877581,KOR,9
European Union,1966,3.7033562981507,EUU,49
Dominican Republic,1966,0.262927256794523,DOM,85
"Gambia, The",1966,0.239081925328157,GMB,86
Australia,1966,3.29341317365269,AUS,57
"Egypt, Arab Rep.",1966,9.03644065817632,EGY,15
Middle East & North Africa (IDA & IBRD countries),1966,2.88830033830271,TMN,63
"Congo, Dem. Rep.",1966,15.7801012491141,COD,5
Latin America & the Caribbean (IDA & IBRD countries),1966,3.48377613575405,TLA,53
Panama,1966,0.193470375092586,PAN,87
Canada,1966,3.81565906838456,CAN,47
Samoa,1966,2.86624203821643,WSM,66
South Asia (IDA & IBRD),1966,9.01473497340571,TSA,17
Pakistan,1966,7.22762159787732,PAK,22
Mexico,1966,4.21578837738439,MEX,38
Norway,1966,3.25056334305301,NOR,58
Ireland,1966,3.05429864140272,IRL,61
Ecuador,1966,5.45372692773339,ECU,28
Netherlands,1966,5.76214023622457,NLD,27
Austria,1966,2.05482059257983,AUT,74
Spain,1966,6.24036708297991,ESP,26
Suriname,1966,4.74383301707784,SUR,35
Luxembourg,1966,3.33167977254568,LUX,56
Germany,1966,3.53305857768815,DEU,51
France,1966,2.60200076636453,FRA,68
Libya,1966,12.2429137683409,LBY,8
Euro area,1966,3.43236917511692,EMU,54
OECD members,1966,4.17434761852997,OED,40
Philippines,1966,5.39999999968083,PHL,29
Israel,1966,7.93036754448447,ISR,21
Thailand,1966,4.03520425067443,THA,43
St. Lucia,1966,2.47900839657731,LCA,70
South Africa,1966,3.48923368982036,ZAF,52
Guatemala,1966,0.684261974465198,GTM,82
Italy,1966,2.34658893413319,ITA,72
Iraq,1966,1.98321891712164,IRQ,76
El Salvador,1966,-1.18735543593378,SLV,92
Colombia,1966,16.7281682748598,COL,4
"Iran, Islamic Rep.",1966,-0.388148532154467,IRN,90
Sri Lanka,1966,-0.155601659973785,LKA,89
Nepal,1966,14.3889706868656,NPL,6
Madagascar,1966,3.21157397897554,MDG,59
Finland,1966,3.87365401861326,FIN,45
Burundi,1966,4.43686006769086,BDI,37
Greece,1966,4.90341596130593,GRC,33
Tanzania,1966,9.77701543927597,TZA,13
Nigeria,1966,9.69034608375114,NGA,14
Costa Rica,1966,0.182882837621486,CRI,88
Switzerland,1966,4.77597959563687,CHE,34
Uruguay,1966,73.4626932061085,URY,2
South Asia,1966,9.01473497340571,SAS,16
Mauritius,1966,2.50489556095842,MUS,69
Latin America & Caribbean (excluding high income),1966,2.87319422160325,LAC,64
Singapore,1966,2.00579451749493,SGP,75
Haiti,1966,8.30183585332305,HTI,20
Paraguay,1967,1.36526759221905,PRY,79
"Congo, Dem. Rep.",1967,36.9265248728319,COD,3
Germany,1967,1.79604550700727,DEU,71
Saudi Arabia,1967,2.09923664219523,SAU,64
OECD members,1967,3.57995226730307,OED,37
Guatemala,1967,0.48543689344876,GTM,89
Post-demographic dividend,1967,3.63487515335757,PST,35
Greece,1967,1.84135702750596,GRC,69
Denmark,1967,8.20785355844021,DNK,13
Latin America & the Caribbean (IDA & IBRD countries),1967,2.13625866015496,TLA,62
Morocco,1967,-0.748276993897744,MAR,92
Sri Lanka,1967,2.1892393320351,LKA,60
Eswatini,1967,1.82404343794973,SWZ,70
Panama,1967,1.3758146270918,PAN,78
Mexico,1967,3.01694847502145,MEX,51
Canada,1967,3.57995226730307,CAN,38
Belgium,1967,2.73030268590904,BEL,55
Suriname,1967,10.6884057971015,SUR,10
Haiti,1967,-2.93531098100655,HTI,96
United States,1967,2.77278562259307,USA,54
"Gambia, The",1967,1.40721895381681,GMB,77
Ghana,1967,-8.42248589780286,GHA,99
Ethiopia,1967,0.808678501054656,ETH,85
Niger,1967,0.430663221364426,NER,90
European Union,1967,3.31932361134947,EUU,44
Mauritius,1967,1.8785321978165,MUS,68
St. Lucia,1967,3.20717908718531,LCA,47
Honduras,1967,2.09184098667309,HND,65
Rwanda,1967,1.45292730022852,RWA,76
Libya,1967,7.2961087423089,LBY,14
Israel,1967,1.70609316005939,ISR,73
Spain,1967,6.39163108782114,ESP,17
Early-demographic dividend,1967,1.97774154682664,EAR,66
France,1967,2.79177709435144,FRA,53
Euro area,1967,2.98754606695161,EMU,52
Turkiye,1967,13.9748929481675,TUR,4
Philippines,1967,6.25395319397735,PHL,18
Ecuador,1967,3.81813815731006,ECU,33
Ireland,1967,3.18331503955179,IRL,48
Netherlands,1967,3.45533218314714,NLD,41
Latin America & Caribbean (excluding high income),1967,2.55439473084727,LAC,56
South Asia (IDA & IBRD),1967,4.500319483161,TSA,26
Togo,1967,-2.31884058067623,TGO,94
Iraq,1967,3.29094988781674,IRQ,45
Luxembourg,1967,2.16615698739855,LUX,61
Burundi,1967,-1.08932461874256,BDI,93
Austria,1967,3.97467292898835,AUT,32
Norway,1967,4.57926975754,NOR,23
Syrian Arab Republic,1967,6.45412130637526,SYR,16
Kenya,1967,1.75919579598298,KEN,72
Dominica,1967,0.952456544255465,DMA,82
New Zealand,1967,6.05692006267523,NZL,19
